Panel,File_Identification,Schdule,Quarter,Visit,Sector,State_Ut_Code,District_Code,NSS_Region,Stratum,Sub_Stratum,Sub_Sample,Fod_Sub_Region,FSU,Sample_Sg_Sb_No,Second_Stage_Stratum_No,Sample_Household_Number,Month_of_Survey,Response_Code,Survey_Code,Reason_for_Substitution,Household_Size,Household_Type,Religion,Social_Group,Usual_Expenditure,Imputed_Homegrown_Consumption,Imputed_Wages_Consumption,Annual_Clothing_Expenditure,Annual_Durables_Expenditure,Monthly_Consumer_Expenditure,Informant_Serial_No,Survey_Date,Total_Time_Taken,NSS_Sector_Stratum_Substr_Subsam,NSC_Sector_Stratum_Substr,Subsample_Multiplier,Contrib_Sample_Count
P4,CFVH4,104,Q3,V1,1,28,24,281,01,09,2,2821,16590,1,3,01,2,1,1,,4,4,1,2,9500,150,0,4600,0,10033,02,14022024,  45,1,2,945770,4
P4,CFVH4,104,Q3,V1,1,28,24,281,01,09,2,2821,16590,2,2,02,2,1,2,2,4,1,1,3,10250,900,0,5600,0,11617,01,15022024,  50,1,2,3854460,4
P4,CFVH4,104,Q3,V1,1,28,24,281,01,09,2,2821,16590,1,1,01,2,1,2,2,4,2,1,9,10500,0,0,6500,0,11042,02,15022024,  45,1,2,1034994,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,2,1,01,3,2,1,,4,5,1,3,18000,0,0,6500,0,18542,02,07032024,  35,1,2,1551353,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,2,2,01,3,1,1,,4,2,1,3,18500,1200,0,5350,15000,21396,04,08032024,  40,1,2,2223605,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,2,2,02,3,1,1,,4,2,1,3,14500,520,0,7000,0,15603,99,08032024,  40,1,2,2223605,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,2,3,01,3,1,1,,4,5,1,3,15250,0,0,6580,0,15798,02,09032024,  35,1,2,11273163,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,1,1,01,3,2,1,,4,2,1,3,21000,2500,0,0,135000,34750,04,07032024,  45,1,2,586067,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,1,2,01,3,1,1,,3,3,1,3,14600,0,0,7200,0,15200,99,07032024,  40,1,2,482643,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,1,2,02,3,1,1,,4,2,1,3,11250,1250,0,5955,0,12996,02,07032024,  40,1,2,482643,4
P4,CFVH4,104,Q3,V1,1,28,01,281,01,10,2,2822,11884,1,3,01,3,2,1,,2,4,1,3,13200,0,0,7900,25000,15942,01,07032024,  35,1,2,2189131,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,2,2,01,3,1,1,,3,1,1,2,8800,900,0,4500,5000,10492,02,08032024,  40,1,2,3485810,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,2,2,02,3,1,1,,5,3,1,2,9150,0,0,5000,0,9567,02,08032024,  50,1,2,3485810,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,2,3,01,3,1,1,,1,9,1,2,2100,0,150,400,0,2283,01,08032024,  20,1,2,11951350,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,1,1,01,3,1,1,,4,3,1,9,10550,0,0,8000,6500,11758,01,08032024,  40,1,2,467793,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,1,2,01,3,1,1,,3,3,1,3,9350,0,120,7100,3400,10345,02,08032024,  40,1,2,324437,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,1,2,02,3,1,1,,4,2,1,3,10600,0,0,6900,2000,11342,02,08032024,  45,1,2,324437,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,1,3,01,3,1,1,,2,9,1,9,4150,0,0,2000,1200,4417,02,08032024,  25,1,2,1644820,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,10,1,2821,12488,2,1,01,3,1,2,2,3,3,1,2,9550,0,0,7800,9000,10950,01,08032024,  40,1,2,8133558,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,2,1,01,2,1,1,,3,3,1,9,7400,1550,155,8000,14500,10980,02,09022024,  50,1,2,11756692,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,2,2,01,2,1,1,,2,3,1,9,7000,1050,185,8000,1580,9033,01,10022024,  45,1,2,3448630,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,2,2,02,2,1,1,,2,4,1,9,7500,535,156,4000,1850,8679,02,09022024,  55,1,2,3448630,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,1,1,01,2,1,1,,4,1,1,9,9500,1500,220,12500,45000,16012,02,10022024,  48,1,2,1111542,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,1,2,01,2,1,1,,4,1,1,9,8500,1250,220,15000,7260,11825,02,09022024,  53,1,2,413266,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,1,2,02,2,1,1,,4,2,1,9,12000,0,250,13000,1076,13423,02,09022024,  55,1,2,413266,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,1,3,01,2,1,1,,1,4,1,9,2500,155,0,2000,0,2822,01,10022024,  45,1,2,1211296,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,2,2820,15378,2,3,01,2,1,2,1,2,4,1,9,4600,0,125,2000,1020,4977,02,10022024,  52,1,2,14578299,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,2,1,01,2,1,1,,3,1,1,2,23460,3560,180,14450,3200,28671,02,15022024,  40,1,2,9293870,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,2,2,01,2,1,1,,4,1,1,2,6750,420,380,2500,2000,7925,02,16022024,  38,1,2,2839794,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,2,2,02,2,1,1,,2,2,1,2,12490,180,0,5460,20000,14792,02,15022024,  35,1,2,2839794,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,2,3,01,2,1,1,,4,4,1,2,8500,350,430,4365,3000,9894,02,16022024,  45,1,2,11359175,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,1,1,01,2,1,1,,5,3,1,2,15500,350,650,7430,4320,17479,02,15022024,  45,1,2,559353,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,1,2,01,2,1,1,,3,4,1,2,8500,230,450,5500,1540,9767,01,16022024,  40,1,2,308361,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,1,2,02,2,1,1,,4,2,1,2,6320,200,350,4000,1568,7334,01,16022024,  40,1,2,308361,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,11,1,2820,11993,1,3,01,2,1,1,,5,4,1,2,7600,320,450,5000,1800,8937,02,15022024,  45,1,2,1247788,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,2,1,01,3,1,1,,7,2,1,9,14450,0,0,8500,12000,16158,01,21032024,  60,1,1,8759532,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,2,2,01,3,1,1,,4,3,1,2,9120,0,750,5500,0,10328,01,22032024,  45,1,1,3222847,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,2,2,02,3,1,1,,2,4,1,2,4500,0,0,3000,0,4750,01,21032024,  35,1,1,3222847,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,2,3,01,3,1,1,,2,2,1,2,4200,0,0,2500,0,4408,01,22032024,  30,1,1,11403918,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,1,1,01,3,1,1,,6,1,1,9,12380,900,0,7500,9400,14688,02,21032024,  55,1,1,561932,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,1,2,01,3,1,1,,3,3,1,3,7800,0,0,4500,1200,8275,01,22032024,  40,1,1,181802,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,1,2,02,3,1,1,,5,3,1,3,11850,0,0,6500,15000,13642,02,21032024,  50,1,1,181802,4
P4,CFVH4,104,Q3,V1,1,28,04,281,01,12,2,2821,11952,1,3,01,3,1,1,,5,2,1,3,9860,0,0,5600,2000,10493,02,22032024,  45,1,1,1013682,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,2,1,01,3,1,1,,4,4,1,3,5600,1050,240,6000,1550,7519,01,15032024,  54,2,4,12967056,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,2,2,01,3,1,1,,2,1,1,3,4500,850,150,2500,1450,5829,02,16032024,  45,2,4,4592499,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,2,2,02,3,1,1,,3,1,1,9,5600,1250,165,6400,7890,8206,01,16032024,  50,2,4,4592499,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,2,3,01,3,1,1,,4,2,1,3,8500,350,440,12000,12500,11332,02,16032024,  55,2,4,13147154,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,1,1,01,3,1,1,,4,4,1,3,5500,450,1250,7500,8000,8492,02,16032024,  45,2,4,547498,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,1,2,01,3,1,1,,3,4,1,3,5500,350,155,6000,4200,6855,02,16032024,  45,2,4,165690,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,1,2,02,3,1,1,,2,9,1,2,25000,750,250,1000,1150,26179,02,15032024,  45,2,4,165690,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,2,2820,15874,1,3,01,3,1,1,,1,9,1,9,1300,250,155,500,0,1747,01,15032024,  25,2,4,461051,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,2,1,01,2,1,1,,3,3,1,2,8500,460,280,9000,2350,10186,01,23022024,  52,2,4,10691938,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,2,2,01,2,1,1,,1,9,1,9,1500,250,155,2000,0,2072,01,22022024,  25,2,4,5817672,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,2,2,02,2,1,1,,2,9,1,3,3500,1250,225,3000,2200,5408,02,22022024,  46,2,4,5817672,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,2,3,01,2,1,1,,2,4,1,2,4000,450,355,3500,4250,5451,01,23022024,  45,2,4,12264282,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,1,1,01,2,1,1,,4,4,1,9,7500,560,250,11000,1750,9373,02,22022024,  52,2,4,621790,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,1,2,01,2,1,1,,2,5,1,9,3500,125,650,4000,1260,4713,01,22022024,  55,2,4,146514,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,1,2,02,2,1,1,,3,4,1,9,6000,1250,165,7000,80150,14678,02,22022024,  46,2,4,146514,4
P4,CFVH4,104,Q3,V1,1,28,05,281,01,13,1,2820,12259,1,3,01,2,1,1,,4,1,1,9,9500,1550,450,8000,55000,16750,01,23022024,  52,2,4,721849,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,2,1,01,3,1,1,,4,3,1,2,18850,0,0,15000,7000,20683,02,14032024,  45,2,4,16524008,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,2,2,01,3,1,1,,4,5,1,2,12950,0,720,8000,32000,17003,02,14032024,  45,2,4,3577362,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,2,2,02,3,1,1,,2,2,1,9,8750,0,0,3500,0,9042,02,14032024,  35,2,4,3577362,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,2,3,01,3,1,1,,1,9,1,2,5950,0,0,1000,0,6033,01,14032024,  20,2,4,3918064,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,1,1,01,3,1,1,,4,2,1,3,9350,0,0,6000,0,9850,02,15032024,  45,2,4,170351,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,1,2,01,3,1,1,,4,1,1,9,16450,100,0,5000,0,16967,03,15032024,  45,2,4,83239,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,1,2,02,3,1,1,,1,9,1,3,5950,0,0,2500,0,6158,01,15032024,  25,2,4,83239,4
P4,CFVH4,104,Q3,V1,1,28,22,281,01,13,2,2821,14624,1,3,01,3,1,1,,1,9,1,3,2950,0,0,1000,0,3033,01,15032024,  20,2,4,325215,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,2,1,01,3,2,1,,4,3,1,3,15000,2400,850,23500,4800,20608,02,21032024,  60,2,4,6044164,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,2,2,01,3,2,1,,4,2,1,9,8500,0,1350,15000,2450,11304,02,21032024,  60,2,4,3693656,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,2,2,02,3,2,1,,4,1,1,3,9500,2250,1350,18500,3850,14963,02,22032024,  60,2,4,3693656,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,2,3,01,3,2,1,,3,1,1,3,7500,2100,850,15000,6500,12242,02,22032024,  60,2,4,10073606,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,1,1,01,3,2,1,,6,2,1,3,10500,2400,1380,22000,11000,17030,02,22032024,  70,2,4,291015,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,1,2,01,3,2,1,,3,1,1,3,7500,1850,1350,16500,2650,12296,02,21032024,  60,2,4,160432,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,1,2,02,3,2,1,,2,3,1,3,7500,0,850,15000,1850,9754,02,21032024,  60,2,4,160432,4
P4,CFVH4,104,Q3,V1,1,28,02,281,01,13,1,2822,14426,1,3,01,3,2,1,,2,2,1,3,6200,0,480,12000,2550,7893,01,22032024,  60,2,4,790965,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,1,01,1,1,1,,2,3,1,2,6800,120,350,15000,3200,8787,01,20012024,  40,1,2,5274613,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,1,02,1,1,1,,4,3,1,2,8250,710,150,18500,13200,11752,03,20012024,  50,1,2,5274613,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,2,01,1,1,1,,3,5,1,2,7650,310,120,14500,6100,9797,03,20012024,  50,1,2,1671532,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,2,02,1,1,1,,5,5,1,2,8850,260,120,14300,6100,10930,01,21012024,  60,1,2,1671532,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,2,03,1,1,1,,4,2,2,3,8700,120,350,13500,3100,10553,02,20012024,  50,1,2,1671532,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,2,04,1,1,1,,3,5,1,2,8150,640,250,14200,3200,10490,01,20012024,  50,1,2,1671532,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,3,01,1,1,1,,7,5,1,2,8500,650,350,13500,9500,11417,04,21012024,  85,1,2,6537549,4
P4,CFVH4,104,Q3,V1,1,28,16,282,02,01,2,2814,15460,1,3,02,1,1,1,,1,4,1,2,4800,150,110,8400,1400,5877,01,20012024,  25,1,2,6537549,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,1,01,1,1,1,,6,3,1,3,6755,170,850,15275,4700,9440,01,12012024,  70,1,2,3778058,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,1,02,1,1,1,,4,2,1,3,6750,150,475,15980,2455,8911,01,12012024,  60,1,2,3778058,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,2,01,1,1,1,,5,1,1,3,6575,975,450,9840,4000,9153,02,13012024,  65,1,2,1611231,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,2,02,1,1,1,,4,3,1,3,6500,150,950,15475,2000,9056,01,12012024,  65,1,2,1611231,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,2,03,1,1,1,,5,3,1,3,8500,280,850,15450,2355,11114,02,13012024,  65,1,2,1611231,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,2,04,1,1,1,,4,1,1,3,5140,270,975,11477,3586,7640,02,13012024,  65,1,2,1611231,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,3,01,1,1,1,,2,4,1,3,4550,275,150,4980,0,5390,02,12012024,  55,1,2,6444923,4
P4,CFVH4,104,Q3,V1,1,28,09,282,02,01,1,2814,16230,1,3,02,1,1,1,,6,2,1,3,6755,925,740,17680,3985,10225,01,13012024,  70,1,2,6444923,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,2,1,01,3,1,1,,4,2,1,3,14300,120,80,16500,18000,17375,02,23032024,  65,1,2,1723656,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,2,2,01,3,1,1,,2,1,1,9,6500,110,50,7500,11000,8202,01,23032024,  45,1,2,2281310,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,2,2,02,3,1,1,,4,2,1,9,14500,150,130,16000,21000,17863,01,23032024,  60,1,2,2281310,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,2,3,01,3,1,1,,1,4,1,3,3500,50,50,3500,1800,4042,01,23032024,  40,1,2,14701776,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,1,1,01,3,1,1,,6,1,1,9,15500,170,150,17500,36000,20278,03,22032024,  90,1,2,1064611,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,1,2,01,3,1,1,,4,4,1,3,11500,120,75,18400,9000,13978,02,22032024,  60,1,2,1216699,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,1,2,02,3,1,1,,3,5,1,9,9600,130,250,7600,13500,11738,01,23032024,  65,1,2,1216699,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,02,2,2814,13833,1,3,01,3,1,1,,1,9,1,3,2750,50,30,600,0,2880,01,22032024,  30,1,2,7198801,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,2,1,01,1,1,1,,2,9,1,3,5000,180,5,4700,1110,5669,01,25012024,  35,1,2,7269692,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,2,2,01,1,1,1,,2,4,3,2,5000,350,0,2000,0,5517,01,25012024,  38,1,2,1995602,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,2,2,02,1,1,1,,2,9,1,3,6000,250,850,2500,0,7308,01,25012024,  35,1,2,1995602,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,2,3,01,1,1,1,,2,9,1,9,7500,1500,340,3500,1840,9785,01,25012024,  32,1,2,13113954,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,1,1,01,1,1,1,,4,2,1,3,15000,200,0,10000,50000,20200,01,25012024,  50,1,2,5915533,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,1,2,01,1,1,1,,3,4,1,3,6700,350,650,4500,1700,8217,03,25012024,  40,1,2,2209416,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,1,2,02,1,1,1,,4,2,1,3,8500,600,350,5000,3654,10171,01,25012024,  40,1,2,2209416,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,02,1,2820,16791,1,3,01,1,1,1,,4,1,1,3,7500,650,250,3000,1120,8743,02,25012024,  45,1,2,7269692,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,2,1,01,2,1,1,,5,2,1,3,35000,4500,350,25000,18500,43475,02,21022024,  60,1,2,10230847,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,2,2,02,2,1,1,,5,3,1,3,18600,700,850,12400,3500,21475,02,21022024,  46,1,2,2983997,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,2,3,01,2,1,1,,2,9,1,3,5500,0,190,2360,1200,5987,02,22022024,  30,1,2,19182839,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,1,1,01,2,1,1,,4,5,1,2,7650,0,340,5200,2000,8590,02,22022024,  42,1,2,1619884,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,1,2,01,2,1,1,,5,4,1,1,9500,350,620,6430,2354,11202,02,21022024,  45,1,2,852571,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,1,2,02,2,1,1,,3,4,1,1,6500,450,250,5460,2150,7834,01,22022024,  38,1,2,852571,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,1,3,01,2,1,1,,2,9,1,3,4617,0,180,2500,1245,5109,01,22022024,  33,1,2,3026626,4
P4,CFVH4,104,Q3,V1,1,28,06,282,02,03,2,2820,13773,2,2,01,2,1,2,2,1,9,1,9,3200,0,650,2000,1500,4142,01,22022024,  30,1,2,2983997,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,2,1,01,3,1,1,,6,1,1,3,7350,860,380,13200,5500,10148,04,09032024,  80,1,2,10740893,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,2,2,01,3,1,1,,4,1,1,3,7250,850,1280,12500,4300,10780,01,09032024,  70,1,2,2947196,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,2,2,02,3,1,1,,3,1,1,3,6150,510,180,8700,3400,7848,03,09032024,  65,1,2,2947196,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,2,3,01,3,1,1,,1,5,1,2,2650,0,130,3500,0,3072,01,09032024,  25,1,2,7204257,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,1,1,01,3,1,1,,4,2,1,3,7100,160,1750,11600,7300,10585,02,08032024,  80,1,2,2532406,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,1,2,01,3,1,1,,2,1,1,3,5200,430,260,8500,3600,6898,01,08032024,  45,1,2,916905,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,1,2,02,3,1,1,,2,1,1,9,6700,480,180,13500,7500,9110,01,08032024,  45,1,2,916905,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,03,1,2814,12464,1,3,01,3,1,1,,2,9,1,9,4200,180,240,5100,0,5045,01,08032024,  45,1,2,3449311,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,2,1,01,2,1,1,,6,3,1,3,7450,480,785,13759,5755,10341,01,10022024,  70,1,2,6525577,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,2,2,01,2,1,1,,4,3,1,3,5145,785,470,12630,2786,7685,01,10022024,  65,1,2,3534688,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,2,2,02,2,1,1,,4,1,1,3,6580,455,278,10895,6090,8728,03,10022024,  70,1,2,3534688,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,2,3,01,2,1,1,,5,1,1,3,6745,875,625,14790,3580,9776,01,09022024,  65,1,2,17582805,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,1,1,01,2,1,1,,4,4,1,2,5155,175,850,12440,2685,7440,01,09022024,  65,1,2,876119,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,1,2,01,2,1,1,,2,1,1,3,4550,350,275,8455,2478,6086,02,10022024,  60,1,2,558904,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,1,2,02,2,1,1,,3,1,1,3,6250,974,470,12477,2898,8975,01,09022024,  65,1,2,558904,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,04,1,2814,13843,1,3,01,2,1,1,,1,4,1,9,3745,90,457,5780,2475,4980,01,09022024,  50,1,2,3021101,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,2,1,01,1,1,1,,3,3,1,9,15000,0,0,10000,0,15833,01,12012024,  45,1,2,10044917,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,2,2,01,1,1,1,,2,3,3,1,8000,0,0,6000,0,8500,02,12012024,  45,1,2,4405666,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,2,2,02,1,1,1,,3,1,1,3,13000,0,0,9000,0,13750,02,12012024,  45,1,2,4405666,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,2,3,01,1,1,1,,1,9,1,9,3500,0,0,1000,0,3583,01,12012024,  30,1,2,16389076,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,1,1,01,1,1,1,,4,1,1,3,9500,2000,0,8000,3000,12417,02,11012024,  45,1,2,1145473,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,1,2,01,1,1,1,,4,5,3,2,10000,0,0,7000,0,10583,02,11012024,  45,1,2,704906,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,1,2,02,1,1,1,,3,1,1,3,8000,0,0,5000,0,8417,01,12012024,  45,1,2,704906,4
P4,CFVH4,104,Q3,V1,1,28,07,282,02,04,2,2812,12048,1,3,01,1,1,1,,2,1,1,3,6000,0,0,4000,0,6333,02,12012024,  45,1,2,2437802,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,05,2,2814,11358,2,1,01,2,1,1,,3,1,1,9,11500,175,120,9600,11000,13512,02,11022024,  45,1,2,9356030,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,05,2,2814,11358,2,2,01,2,1,1,,4,1,1,9,13500,240,150,22300,16000,17082,01,10022024,  65,1,2,3488689,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,05,2,2814,11358,2,2,02,2,1,1,,2,1,1,9,8400,250,100,16500,24000,12125,02,10022024,  50,1,2,3488689,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,05,2,2814,11358,2,3,01,2,1,1,,1,9,1,9,1700,50,60,2500,1800,2168,01,10022024,  20,1,2,10941797,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,05,2,2814,11358,1,1,01,2,1,1,,3,3,1,3,9600,120,170,21000,18500,13182,01,10022024,  70,1,2,1453620,4
P4,CFVH4,104,Q3,V1,1,28,08,282,02,05,2,2814,11358,1,2,01,2,1,1,,1,4,1,2,4500,20,50,9000,14500,6528,01,10022024,  25,1,2,515375,4
